siret,siren,nom_établissement,nom_entreprise,sigle,siège,effectif,effectifs,date_des_effectifs,chiffre_daffaires,code_naf,libellé_naf,catégorie_naf,date_création,date_fermeture,état_administratif,forme_juridique,microentreprise,taille_dentreprise,ess,subventions,procédure_collective,zonages,local_occupé,diffusible,numéro,voie,code_postal,commune,activités_réelles_et_filières,zones_géographiques,mots-clés,commentaires,effectifs.1
40107620300017,401076203,,SERGE DESFONDS SERGE FLEURS,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,01.19Z,Autres cultures non permanentes,Autres cultures non permanentes,1995-05-01,,Actif,Entrepreneur individuel,non,,non,,non,Sud Isère (Territoire d'industrie),,oui,2B,AVENUE SAINT ROCH,38000,Grenoble,,,,,
6750205400074,67502054,,SERGE DOUARD OPTICIEN,,oui,6,6 à 9 salarié(e)s,2025.0,Entre 250 001 € et 500 000 €,64.20Z,Activités des sociétés holding,Activités des sociétés holding,2024-03-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,32,RUE DE COMBOIRE,38130,Échirolles,,,,,
85406374000013,854063740,,SERGE PIZZA,,oui,5,3 à 5 salarié(e)s,2025.0,Entre 0 et 5 000 €,56.10C,Restauration de type rapide,Restaurants et services de restauration mobile,2019-09-19,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,47,BOULEVARD CLEMENCEAU,38100,Grenoble,,,,,
37924316500667,379243165,SERGENT MAJOR,SERGENT MAJOR,,non,2,2 salariés,2025.0,Entre 10 M€ et 50 M€,47.71Z,Commerce de détail d'habillement en magasin spécialisé,Commerce de détail d'habillement en magasin spécialisé,2016-01-01,,Actif,Société à responsabilité limitée (SARL),non,ETI,non,,oui,Sud Isère (Territoire d'industrie),,oui,28,RUE SAINT JACQUES,38000,Grenoble,,,,,1 ou 2 salarié(e)s
47958241300031,479582413,,SERHAT,,oui,11,10 à 19 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,43.34Z,Travaux de peinture et vitrerie,Travaux de peinture et vitrerie,2011-10-10,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,20,AVENUE DE LA FALAISE,38360,Sassenage,,,,,
82087372700029,820873727,,SERIMM,,oui,1,1 ou 2 salarié(e)s,2025.0,Entre 0 et 5 000 €,68.31Z,Agences immobilières,Agences immobilières,2016-12-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,4,RUE DOCTEUR BALLY,38000,Grenoble,,,,,
82411061300042,824110613,,SERMA TECHNOLOGIES,,non,25-27,20 à 49 salarié(e)s,2025.0,Entre 10 M€ et 50 M€,72.19Z,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,2018-01-01,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,7,PRV LOUIS NEEL BHT BAT 52,38000,Grenoble,,,,,
50018958400021,500189584,,SERMORENS CONSULTANTS,,oui,2,2 salariés,2025.0,Données indisponibles,69.20Z,Activités comptables,Activités comptables,2012-09-18,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,60,RUE DES BERGES,38000,Grenoble,,,,,1 ou 2 salarié(e)s
53148156200043,531481562,,SERPOLLET DAUPHINE,,non,40-45,20 à 49 salarié(e)s,2025.0,Entre 10 M€ et 50 M€,42.22Z,Construction de réseaux électriques et de télécommunications,Construction de réseaux électriques et de télécommunications,2018-03-01,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,,RUE JEAN-PIERRE TIMBAUD,38600,Fontaine,,,,,
31538508800010,315385088,,SERRUR CONST METALL FIAT & FIL,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,43.32B,Travaux de menuiserie métallique et serrurerie,Travaux de menuiserie,1979-01-01,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,8,RUE CUVIER,38000,Grenoble,,,,,
32100709800015,321007098,,SERRURERIE BONNETTE PERE ET FILS,,oui,8,6 à 9 salarié(e)s,2025.0,Entre 0 et 5 000 €,43.32B,Travaux de menuiserie métallique et serrurerie,Travaux de menuiserie,1981-01-01,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,4,RUE RENE CAMPHIN ZONE INDUSTRIELLE,38600,Fontaine,,,,En cours d'achat de la parcelle de la decheterie de Fotnaine parcelle AM60,
6850043800012,68500438,,SERRURERIE DES BUCLOS,,oui,5,3 à 5 salarié(e)s,2025.0,Entre 0 et 5 000 €,43.32B,Travaux de menuiserie métallique et serrurerie,Travaux de menuiserie,1968-01-01,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,25,CHEMIN DE CHAUMETIERE,38240,Meylan,,,,,
44336549900013,443365499,,SERRURERIE DES VOUILLANDS,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,43.32B,Travaux de menuiserie métallique et serrurerie,Travaux de menuiserie,2002-09-01,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,1,RUE PIERRE SEMARD,38600,Fontaine,,,,,
32299444300040,322994443,SERRURERIE GENERALE BRUNO ET CIE,SERRURERIE GENERALE BRUNO ET COMPAGNIE,,oui,16-18,10 à 19 salarié(e)s,2025.0,Entre 0 et 5 000 €,43.32B,Travaux de menuiserie métallique et serrurerie,Travaux de menuiserie,2011-04-15,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,oui,Sud Isère (Territoire d'industrie),,oui,32,RUE DU MOIROND LIEUDIT LA GRANDE PIECE,38420,Domène,,,,,
34392730700029,343927307,,SERRURERIE ROTA,,oui,13,10 à 19 salarié(e)s,2025.0,Entre 0 et 5 000 €,43.32B,Travaux de menuiserie métallique et serrurerie,Travaux de menuiserie,1992-01-06,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,7,RUE DU LEVANT ZI DE L ESPERE,38450,Vif,,,,,
38778922500043,387789225,,SERVICE 24,,oui,11,10 à 19 salarié(e)s,2025.0,Entre 0 et 5 000 €,45.20A,Entretien et réparation de véhicules automobiles légers,Entretien et réparation de véhicules automobiles,1999-07-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,6B,RUE DE CHAMECHAUDE ZI DE L'ARGENTIERE,38360,Sassenage,,,,,
91467160700010,914671607,,SERVICE ACCUEIL GARDIENNAGE SECURITE SAGS,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,96.09Z,Autres services personnels n.c.a.,Autres services personnels n.c.a.,2022-05-17,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,oui,Sud Isère (Territoire d'industrie),,oui,28,RUE DU BEAL,38400,Saint-Martin-d'Hères,,,,,
93206061900016,932060619,,SERVICE GARAGE 38,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,45.20A,Entretien et réparation de véhicules automobiles légers,Entretien et réparation de véhicules automobiles,2024-02-12,,Actif,Société par actions simplifiée,non,,non,,non,Sud Isère (Territoire d'industrie),,oui,14,AVENUE VICTOR HUGO CENTRE RELIANCE,38130,Échirolles,,,,,
53084553600016,530845536,BP,SERVICES 38.7,,oui,2,2 salariés,2025.0,Données indisponibles,46.71Z,Commerce de gros (commerce interentreprises) de combustibles et de produits annexes,Commerce de gros de combustibles et de produits annexes,2011-03-01,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,,AV DE VERDUN,38700,La Tronche,,,,,1 ou 2 salarié(e)s
33191188300014,331911883,,SES DEBORDES,,oui,7,6 à 9 salarié(e)s,2025.0,Entre 500 001 € et 1 M€,46.69A,Commerce de gros (commerce interentreprises) de matériel électrique,Commerce de gros d'autres machines et équipements,1985-01-02,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,30,RUE DE LA REPUBLIQUE,38320,Bresson,,,,,
33915530100098,339155301,,SESA SERPOLLET EAU SILLON ALPIN,SESA,oui,7,6 à 9 salarié(e)s,2025.0,Entre 10 M€ et 50 M€,43.12A,Travaux de terrassement courants et travaux préparatoires,Travaux de préparation des sites,2019-09-02,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,12,RUE EUGENE RAVANAT ALLEE A,38320,Eybens,,,,,
33915530100064,339155301,FILEPPI,SESA SERPOLLET EAU SILLON ALPIN,SESA,non,19-21,10 à 19 salarié(e)s,2025.0,Entre 10 M€ et 50 M€,43.12A,Travaux de terrassement courants et travaux préparatoires,Travaux de préparation des sites,2018-08-01,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,12,RUE EUGENE RAVANAT,38320,Eybens,,,,,
81088070800021,810880708,,SESCAP,,non,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,82.11Z,Services administratifs combinés de bureau,Services administratifs combinés de bureau,2019-11-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,6,RUE CURE BOURSE,38320,Eybens,,,,,
90001372300011,900013723,,SET SAINT-EGREVE TENNIS,SET,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,93.12Z,Activités de clubs de sports,Activités de clubs de sports,2021-07-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,,ALLEE DE LA FONTAINE VIERGE,38120,Saint-Égrève,,,,,
5450175400011,54501754,,SET SET - HUILLIER - SOCIETE D'ENTREPOSAGE ET DE TRANSPORTS,SET,oui,19-21,20 à 49 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,64.20Z,Activités des sociétés holding,Activités des sociétés holding,1900-01-01,,Actif,Société anonyme à directoire,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,3,ROUTE DE LYON,38120,Saint-Égrève,,,,,
6750149400016,67501494,,SETIS-GROUPE DEGAUD,,oui,76-80,50 à 99 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,71.12B,"Ingénierie, études techniques",Activités d'ingénierie,1967-01-01,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,20,RUE PAUL HELBRONNER,38100,Grenoble,,,,,
38486113400029,384861134,,SEVE SEVE PAYSAGE,SEVE,oui,19-21,20 à 49 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,81.30Z,Services d'aménagement paysager,Services d'aménagement paysager,2004-09-13,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,12,RUE DU PRE RUFFIER,38400,Saint-Martin-d'Hères,,,,,
82906849300024,829068493,,SEVEN IMMOBILIER CONSEILS,,oui,1,1 ou 2 salarié(e)s,2025.0,Entre 100 001 € et 250 000 €,68.31Z,Agences immobilières,Agences immobilières,2017-12-20,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,1,RUE PAUL DIJON,38000,Grenoble,,,,,
87856044000017,878560440,,SEY,,oui,3,3 à 5 salarié(e)s,2025.0,Entre 32 601 € et 100 000 €,96.02A,Coiffure,Coiffure et soins de beauté,2019-11-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,17,BOULEVARD GAMBETTA,38000,Grenoble,,,,,
33354308000019,333543080,,SEYSSINET ALPES AUTO,,oui,15,10 à 19 salarié(e)s,2025.0,Entre 10 M€ et 50 M€,45.11Z,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers,1985-09-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,,AV GEN DE GAULLE ZAC DES ILES,38170,Seyssinet-Pariset,,,,,
37854493600016,378544936,,SEYSSINS JUDO,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,93.12Z,Activités de clubs de sports,Activités de clubs de sports,1990-01-03,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,8,RUE JOSEPH MOUTIN MAISON DES ASSOCIATIONS,38180,Seyssins,,,,,
39873245300038,398732453,,SFCB 38 COMITE DEPARTEMENTAL DE L'ISERE DES SECOURISTES FRANCAIS CROIX BLANCHE,SFCB 38,oui,4,3 à 5 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,2021-04-10,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,16,RUE HENRI DUNANT,38180,Seyssins,,,,,
31078404600016,310784046,,SFORZA,,oui,3,3 à 5 salarié(e)s,2024.0,Entre 500 001 € et 1 M€,43.34Z,Travaux de peinture et vitrerie,Travaux de peinture et vitrerie,1971-01-01,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,20,RUE DE BROTTERODE ZI,38950,Saint-Martin-le-Vinoux,,,,,
44853856100029,448538561,AVS,SFORZAVS,,oui,2,2 salariés,2025.0,Données indisponibles,43.32B,Travaux de menuiserie métallique et serrurerie,Travaux de menuiserie,2010-06-01,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,40,RUE ANDRE MAGINOT,38000,Grenoble,,,,,1 ou 2 salarié(e)s
41035886506747,410358865,SFR ESPACE SFR,SFR DISTRIBUTION,,non,5,3 à 5 salarié(e)s,2025.0,Entre 100 M€ et 500 M€,47.42Z,Commerce de détail de matériels de télécommunication en magasin spécialisé,Commerce de détail de matériels de télécommunication en magasin spécialisé,2016-09-01,,Actif,Société par actions simplifiée,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,6,RUE DE SAULT 7 RUE DE BONNE,38000,Grenoble,,,,,
41035886506846,410358865,,SFR DISTRIBUTION,,non,5,3 à 5 salarié(e)s,2025.0,Entre 100 M€ et 500 M€,47.42Z,Commerce de détail de matériels de télécommunication en magasin spécialisé,Commerce de détail de matériels de télécommunication en magasin spécialisé,2016-09-01,,Actif,Société par actions simplifiée,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,,ESPACE COMBOIRE CCIAL COMBOIRE ZAC,38130,Échirolles,,,,,
41035886502456,410358865,,SFR DISTRIBUTION,,non,6,6 à 9 salarié(e)s,2025.0,Entre 100 M€ et 500 M€,47.42Z,Commerce de détail de matériels de télécommunication en magasin spécialisé,Commerce de détail de matériels de télécommunication en magasin spécialisé,2002-12-31,,Actif,Société par actions simplifiée,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,55,GRAND PLACE CC GRAND PLACE LOCAL XR03,38100,Grenoble,,,,,
33825308127498,338253081,,SFS SODEXO SANTE SODEXO MEDICO SOCIAL,SFS,non,2,2 salariés,2025.0,Entre 500 M€ et 1 Mrd€,56.29A,Restauration collective sous contrat,Autres services de restauration,2018-02-01,,Actif,Société par actions simplifiée,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,300,CHEMIN DE L’EGAGERE MAS VAL JEANNE ROSE,38320,Brié-et-Angonnes,,,,,1 ou 2 salarié(e)s
33825308128173,338253081,,SFS SODEXO SANTE SODEXO MEDICO SOCIAL,SFS,non,2,2 salariés,2025.0,Entre 500 M€ et 1 Mrd€,56.29A,Restauration collective sous contrat,Autres services de restauration,2020-04-01,,Actif,Société par actions simplifiée,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,1,RUE RENE CAMPHIN JARDINS DU VERCORS,38600,Fontaine,,,,,1 ou 2 salarié(e)s
33825308109504,338253081,,SFS SODEXO SANTE SODEXO MEDICO SOCIAL,SFS,non,6,6 à 9 salarié(e)s,2025.0,Entre 500 M€ et 1 Mrd€,56.29A,Restauration collective sous contrat,Autres services de restauration,1997-09-01,,Actif,Société par actions simplifiée,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,1,PLACE POMPEE FOYER BETHANIE,38120,Saint-Égrève,,,,,
33825308128116,338253081,,SFS SODEXO SANTE SODEXO MEDICO SOCIAL,SFS,non,11,10 à 19 salarié(e)s,2025.0,Entre 500 M€ et 1 Mrd€,56.29A,Restauration collective sous contrat,Autres services de restauration,2019-12-01,,Actif,Société par actions simplifiée,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,4,PLACE DU VILLAGE ESAT ASSOC STE AGNES,38950,Saint-Martin-le-Vinoux,,,,,
55212022213859,552120222,,SG SOCIETE GENERALE,SG,non,2,2 salariés,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,1900-01-01,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,1,RUE JEAN PREVOST,38000,Grenoble,,,,,1 ou 2 salarié(e)s
55212022234988,552120222,SOCIETE GENERALE,SG SOCIETE GENERALE,SG,non,2,2 salariés,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,2005-01-17,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,432,RUE DE LA BIBLIOTHEQUE,38610,Gières,,,,,1 ou 2 salarié(e)s
55212022245778,552120222,GRENOBLE VALLIER,SG SOCIETE GENERALE,SG,non,2,2 salariés,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,2022-06-21,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,4,BOULEVARD JOSEPH VALLIER,38000,Grenoble,,,,,1 ou 2 salarié(e)s
55212022246388,552120222,SASSENAGE,SG SOCIETE GENERALE,SG,non,2,2 salariés,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,2022-06-21,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,6B,PLACE DE LA LIBERATION,38360,Sassenage,,,,,1 ou 2 salarié(e)s
55212022246834,552120222,ST MARTIN D'HERES,SG SOCIETE GENERALE,SG,non,2,2 salariés,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,2022-06-21,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,94,AVENUE GABRIEL PERI,38400,Saint-Martin-d'Hères,,,,,1 ou 2 salarié(e)s
55212022213198,552120222,,SG SOCIETE GENERALE,SG,non,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,1900-01-01,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,43,AVENUE AMBROISE CROIZAT RES L ABBAYE,38600,Fontaine,,,,,
55212022213909,552120222,,SG SOCIETE GENERALE,SG,non,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,1900-01-01,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,15,CHEMIN JOSEPH BRUN,38100,Grenoble,,,,,
55212022245687,552120222,GRENOBLE ED REY,SG SOCIETE GENERALE,SG,non,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,2022-06-21,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,20,BOULEVARD EDOUARD REY 20-22,38000,Grenoble,,,,,
55212022222827,552120222,,SG SOCIETE GENERALE,SG,non,4,3 à 5 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,1984-01-01,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,,LE PONT DE VENCE,38120,Saint-Égrève,,,,,
55212022234483,552120222,SOCIETE GENERALE,SG SOCIETE GENERALE,SG,non,4,3 à 5 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,2004-06-08,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,10,RUE ABBE GREGOIRE,38000,Grenoble,,,,,
55212022245570,552120222,SEYSSINET PARISET,SG SOCIETE GENERALE,SG,non,4,3 à 5 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,2022-06-21,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,37,BOULEVARD DES FRERES DESAIRE,38170,Seyssinet-Pariset,,,,,
55212022225663,552120222,,SG SOCIETE GENERALE,SG,non,5,3 à 5 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,1990-04-01,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie) ; AFR,,oui,18,COURS SAINT - ANDRE,38800,Le Pont-de-Claix,,,,,
55212022232701,552120222,,SG SOCIETE GENERALE,SG,non,5,3 à 5 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,2001-08-01,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,1,RUE JEAN JAURES,38760,Varces-Allières-et-Risset,,,,,
55212022245323,552120222,GRENOBLE ILE VERTE ND,SG SOCIETE GENERALE,SG,non,5,3 à 5 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,2022-06-21,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,6,PLACE DOCTEUR GIRARD,38000,Grenoble,,,,,
55212022246925,552120222,CORENC,SG SOCIETE GENERALE,SG,non,5,3 à 5 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,2022-06-21,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,46,AVENUE DU GRESIVAUDAN,38700,Corenc,,,,,
55212022239540,552120222,SG - ECHIROLLES MAIRIE (0100.5),SG SOCIETE GENERALE,SG,non,6,6 à 9 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,2015-03-17,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,50,AVENUE DU 8 MAI 1945,38130,Échirolles,,,,,
55212022245737,552120222,PONT DE CLAIX DU DRAC,SG SOCIETE GENERALE,SG,non,6,6 à 9 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,2022-06-21,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie) ; AFR,,oui,6,RUE DU CANAL DU DRAC,38800,Le Pont-de-Claix,,,,,
55212022213917,552120222,,SG SOCIETE GENERALE,SG,non,11,10 à 19 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,1900-01-01,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,18,BOULEVARD MARECHAL FOCH,38000,Grenoble,,,,,
55212022230069,552120222,,SG SOCIETE GENERALE,SG,non,12,10 à 19 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,1998-12-08,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,166,AVENUE JEAN JAURES,38320,Eybens,,,,,
55212022210590,552120222,,SG SOCIETE GENERALE,SG,non,16-18,10 à 19 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,1900-01-01,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,16,AVENUE DE VERDUN,38240,Meylan,,,,,
55212022202258,552120222,,SG SOCIETE GENERALE,SG,non,19-21,10 à 19 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,1900-01-01,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,4,PLACE VICTOR HUGO,38000,Grenoble,,,,,
55212022245760,552120222,GRENOBLE VAUCANSON,SG SOCIETE GENERALE,SG,non,19-21,20 à 49 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,2022-06-21,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,1B,PLACE VAUCANSON,38000,Grenoble,,,,,
55212022240837,552120222,CAR ISERE DROME ARDECHE,SG SOCIETE GENERALE,SG,non,25-27,20 à 49 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,2020-12-12,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,22,AVENUE DOYEN LOUIS WEIL LE DOYEN 6E ETAGE GAUCHE,38000,Grenoble,,,,,
55212022249176,552120222,DCR GRENOBLE,SG SOCIETE GENERALE,SG,non,28-30,20 à 49 salarié(e)s,2025.0,Données indisponibles,64.19Z,Autres intermédiations monétaires,Autres intermédiations monétaires,2023-06-19,,Actif,Société anonyme à conseil d'administration,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,1B,PLACE VAUCANSON 2EME ETAGE,38000,Grenoble,,,,,
31814846700448,318148467,,SGA BURTON,SGA,non,3,Non renseigné,,Données indisponibles,47.71Z,Commerce de détail d'habillement en magasin spécialisé,Commerce de détail d'habillement en magasin spécialisé,1994-12-31,,Actif,Société par actions simplifiée,non,ETI,non,,oui,Sud Isère (Territoire d'industrie),,oui,4,RUE DE LA REPUBLIQUE RUE PHILIS DE LA CHARCE ET,38000,Grenoble,,,,,
82168311700013,821683117,,SGC SPORT GESTION CONSEIL,SGC,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,70.22Z,Conseil pour les affaires et autres conseils de gestion,Conseil pour les affaires et autres conseils de gestion,2016-07-18,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,24B,RUE DU BOIS DU GUA,38450,Vif,,,,,
32113076700098,321130767,,SGI SGI SECTRA INGENIERIE,SGI,non,10,10 à 19 salarié(e)s,2025.0,Données indisponibles,71.12B,"Ingénierie, études techniques",Activités d'ingénierie,2023-06-01,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,17T,RUE FRANCOIS BLUMET,38360,Sassenage,,,,,
44945844700017,449458447,,SGL CARBON TECHNIC SAS,,oui,76-80,50 à 99 salarié(e)s,2025.0,Entre 10 M€ et 50 M€,28.25Z,Fabrication d'équipements aérauliques et frigorifiques industriels,Fabrication d'équipements aérauliques et frigorifiques industriels,2003-07-07,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,18,AVENUE MARCEL CACHIN,38400,Saint-Martin-d'Hères,,,,,
